#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-29T23:06:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-29T23:06:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FAJ%2F152%2F50&-out=GLON,GLAT,Dist,e_Dist&-out.max=2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AJ_152_50_table2:
#Name: J/AJ/152/50/table2
#Title: Summary group properties
#Column	GLON	(F6.2)	Group Galactic longitude (Glon^gp^)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Group Galactic latitude (Glat^gp^)	[ucd=pos.galactic.lat]
GLON	GLAT
315.31	+35.23
250.18	-24.62
051.77	-34.97
200.98	-34.79
354.36	-33.66
072.05	-29.73
274.70	-24.99
039.54	-56.91
334.65	+69.69
031.27	-36.53
149.42	-45.71
100.61	-29.77
325.47	+30.03
071.72	-54.83
021.48	+13.91
295.23	+20.25
311.82	+31.85
205.14	-50.48
256.93	+29.49
222.87	+42.89
254.72	-80.89
313.19	+27.79
162.98	-48.27
354.71	-20.33
231.99	-31.64
312.49	+38.39
257.28	+31.14
009.35	-18.43
156.49	-77.94
111.26	-55.70
318.25	+30.33
053.04	-34.80
315.74	+60.05
271.83	-28.52
266.02	+36.90
352.89	+63.41
298.03	-65.92
223.63	-28.91
327.39	+28.31
100.87	-49.44
234.79	+74.98
296.54	-25.98
175.76	-54.31
271.27	+57.06
079.24	-39.53
084.69	-61.23
281.39	+42.87
328.27	+70.96
012.27	+21.71
276.69	+13.47
345.22	+28.45
023.06	+41.04
312.41	+12.81
226.53	-17.93
280.33	-80.46
279.34	-61.28
323.47	+53.20
102.28	-55.85
143.88	+19.51
239.87	+33.45
217.83	+45.99
314.71	+49.18
130.39	-69.51
166.27	+20.65
031.84	-53.90
117.81	-66.85
357.39	-31.37
297.12	-60.97
152.06	-54.94
242.42	-18.31
243.78	+12.27
072.82	-49.81
244.86	-59.68
113.27	-37.62
169.50	-48.68
099.58	-38.14
143.11	-26.97
274.97	-42.28
038.49	-54.91
015.33	+55.32
273.24	+46.60
263.26	-12.01
265.38	+64.89
118.43	-38.78
011.05	-36.23
351.15	-12.72
204.03	-32.17
298.41	+15.13
257.97	+25.50
185.65	-55.96
263.49	-80.69
148.81	+32.20
331.95	-15.97
274.48	-71.74
214.29	-64.20
285.98	+48.70
245.16	+35.32
344.21	+30.18
064.12	+85.03
146.25	-15.62
060.52	+26.02
274.07	-43.68
020.04	-51.73
219.86	-25.12
317.22	+45.60
250.82	+21.99
118.20	-31.95
212.50	+19.92
339.93	-27.73
257.82	-64.55
147.93	+21.53
283.93	+10.77
133.91	-56.91
350.05	-36.97
224.71	+76.32
188.06	+22.13
247.40	+44.13
118.04	-61.93
084.03	-48.88
001.59	-15.72
349.47	-48.32
351.68	-34.67
154.02	-11.40
300.71	+19.64
332.99	+15.70
122.10	-61.91
240.43	+35.54
248.83	-39.18
272.19	+13.12
256.92	-66.70
349.49	-19.81
275.69	-40.62
288.85	-23.93
141.10	+15.48
122.37	-30.59
162.56	-57.20
028.47	+45.74
341.49	-15.05
007.83	+63.56
304.40	+17.25
246.46	+37.35
184.90	+21.59
122.01	-35.11
190.05	-08.19
069.68	+83.29
093.74	-33.96
196.79	-24.31
255.27	+41.67
278.30	+46.73
301.18	-33.64
218.40	-30.76
342.36	-29.36
043.01	-23.47
346.05	-23.33
185.02	+21.91
183.84	-60.98
214.72	-32.13
242.93	+69.22
261.60	-35.46
313.47	+42.48
120.89	-29.32
105.48	-28.30
095.86	-42.80
090.00	-19.75
121.04	-32.67
139.47	+27.32
117.65	-64.48
053.65	+12.83
328.81	+11.72
036.90	+45.59
177.44	+50.75
216.42	-44.95
181.53	-80.26
230.45	-71.16
137.29	-47.57
182.19	-61.87
184.92	+22.27
093.58	-12.32
085.94	-51.25
287.58	-15.12
064.58	+72.80
074.29	+72.69
262.81	+28.99
207.31	+15.04
111.11	-34.15
061.00	+47.08
346.50	-37.29
110.79	-30.33
217.11	-23.67
347.19	-38.49
198.15	-66.30
133.55	+24.80
336.30	-31.14
038.82	+43.02
202.77	-25.58
302.12	+57.65
245.73	+31.02
137.72	+52.95
292.13	+49.44
153.81	-50.20
358.63	-45.80
151.38	-19.10
069.49	+57.20
193.50	-55.48
111.91	-59.56
181.74	+43.77
230.87	-15.83
090.37	+51.57
088.72	+15.45
025.81	+49.05
106.67	-31.30
267.20	+28.95
187.23	-33.41
228.66	-17.60
337.56	-20.67
223.20	+40.55
356.34	+58.28
114.49	-54.14
307.46	+54.79
190.61	-45.70
329.14	+29.83
309.11	+27.13
081.70	-48.36
325.35	+21.71
330.70	-19.83
196.52	-29.47
305.48	+19.46
190.67	-31.95
225.55	-20.54
141.76	+30.26
294.48	+11.12
049.76	+68.03
201.48	+28.52
333.08	-64.96
152.05	-41.04
091.27	-45.37
292.80	+54.18
189.78	+25.26
040.03	-62.01
330.62	+48.80
121.97	+58.72
087.48	-48.32
312.99	+13.33
090.77	+58.47
304.79	+35.51
128.67	+47.80
035.67	-61.53
345.38	-51.12
325.20	-07.33
343.75	-37.31
163.34	-40.13
026.25	+50.47
287.04	+22.74
138.27	-33.45
320.73	-54.61
228.35	+52.53
250.84	+69.70
255.84	+16.44
262.93	+20.81
085.95	+16.22
359.67	-61.24
285.05	+23.61
295.15	+26.71
198.53	-29.46
195.47	+31.86
199.41	-57.01
173.16	-46.90
018.57	-30.88
124.55	-15.06
034.03	+23.87
082.82	-50.66
139.33	+14.78
037.21	+39.26
133.99	+28.23
095.67	+64.11
313.57	+13.05
202.20	-53.16
144.60	-30.68
312.88	-12.57
229.25	-21.33
254.47	+23.53
126.11	+39.74
315.33	+17.32
103.96	+33.27
211.89	-28.84
145.66	-11.64
140.85	+32.48
230.21	+39.67
340.33	+39.44
006.71	+65.16
079.59	-30.25
197.72	+31.61
099.53	+56.01
218.99	-16.21
143.73	+50.82
147.50	-13.58
070.33	-67.71
234.83	-18.25
014.43	-36.08
005.00	-64.17
268.00	+29.92
072.77	+67.63
202.59	-47.78
246.38	+22.23
270.05	+47.24
176.50	+72.29
173.14	-70.38
126.49	+52.93
349.80	+43.33
174.70	+68.38
047.74	-55.12
343.34	+45.05
338.59	-29.95
192.83	+63.48
259.89	+12.52
348.92	-49.70
222.41	+45.35
240.79	+61.03
114.74	+14.41
238.18	+45.56
325.33	+29.72
189.14	+43.03
288.02	-09.12
087.41	-29.69
023.83	+50.37
276.33	+55.89
136.74	+09.94
079.71	-63.12
281.11	-21.63
173.16	-64.64
336.80	-20.75
023.52	-68.08
163.49	-63.32
226.57	-64.74
359.41	+52.50
250.75	+63.90
109.87	-50.57
282.83	+14.49
281.39	-40.71
251.29	-51.99
007.21	+63.76
167.33	+39.68
265.92	+22.38
106.41	-45.17
294.42	+54.72
310.21	+24.69
093.71	-20.73
104.51	-34.37
290.76	+33.83
207.63	-47.86
294.27	+88.39
172.94	+21.80
247.79	+36.78
208.71	+44.54
190.46	+38.76
251.64	+83.29
138.03	-33.78
315.69	+84.42
144.28	+32.69
043.36	-25.93
237.73	-65.45
287.10	+32.78
253.66	+32.90
311.08	+19.38
303.39	+33.68
094.22	-41.08
303.20	-32.08
129.82	-65.68
192.74	+33.55
175.20	-57.48
222.82	-26.24
331.80	+37.74
037.31	+47.60
291.85	+49.25
265.12	+39.90
323.13	-13.33
311.40	+15.70
335.29	+32.18
134.20	-62.58
337.58	-36.07
171.22	-56.79
017.45	-21.25
049.96	+56.72
281.22	-39.29
246.77	-11.19
297.42	+16.06
199.72	-62.11
344.54	+48.86
329.77	-44.16
138.19	-76.33
313.42	-28.62
322.71	-13.01
127.37	-64.85
260.06	+42.67
253.09	+36.47
147.40	-78.37
316.66	-55.08
232.86	+32.74
160.51	-58.19
241.98	-35.64
161.30	-65.86
240.36	-14.64
130.78	-63.46
212.06	+24.52
324.35	+48.85
212.61	-34.23
311.90	+19.80
247.61	+37.40
036.89	-50.92
192.38	+33.63
339.47	+63.75
335.64	-21.32
049.08	-44.18
263.45	-54.56
001.34	+45.10
051.35	-51.07
239.25	+27.26
276.10	+53.16
353.17	-41.67
284.68	-70.25
173.54	-51.30
337.84	+67.42
258.41	+42.09
163.37	-73.87
254.70	-25.93
311.03	+14.81
211.61	-64.27
254.32	+28.96
044.00	+60.27
127.14	-63.47
342.82	-30.76
214.59	-55.80
288.01	-59.43
221.19	-13.77
007.07	-14.99
321.38	-11.12
075.45	-53.26
055.27	-55.58
330.63	-32.87
256.80	-27.71
337.18	+37.44
223.42	+11.20
336.36	+46.90
241.41	-59.82
251.37	+34.46
260.81	-35.94
020.49	-25.61
239.80	-28.55
289.64	-61.98
271.61	-26.86
173.07	-55.68
137.96	-62.36
137.15	-28.15
136.24	-61.42
342.59	-32.60
334.03	+55.23
068.06	+87.86
295.18	-63.12
270.87	-59.69
355.75	-69.67
269.36	+73.49
130.17	-63.01
021.19	+58.93
223.63	-47.80
318.27	+41.32
024.17	-16.69
353.48	-33.77
011.52	-14.25
242.79	-40.16
094.31	-40.85
097.81	+60.23
324.06	+15.93
030.52	-16.51
344.48	-42.96
306.71	+59.67
328.25	-33.39
031.83	+45.86
007.84	+55.50
027.91	-12.54
243.44	+25.45
318.24	+45.27
215.56	-24.65
024.10	-28.52
318.41	+24.26
099.84	+29.33
191.71	+82.61
323.16	-17.06
217.64	-53.47
256.42	+19.88
351.11	+34.15
201.49	+68.73
274.68	+50.04
288.96	+18.66
340.59	-21.29
157.83	-73.10
302.01	+41.18
356.18	-39.03
253.14	+29.52
280.13	-39.10
259.92	-17.56
324.87	-28.67
291.83	-37.43
162.01	-59.42
121.96	-68.52
325.95	+50.52
358.28	+23.69
240.34	-18.82
342.36	-62.49
347.65	-44.34
281.02	-53.49
081.70	-41.79
163.01	-66.91
310.69	+49.87
265.53	+24.52
201.81	-37.33
353.22	-40.05
155.13	-63.19
062.79	+43.21
191.71	-68.11
314.73	+31.44
344.22	-36.61
324.11	+50.54
036.26	-52.90
047.39	-27.22
099.21	-64.49
172.17	-80.16
233.35	-39.03
163.01	-70.40
337.76	-13.73
275.15	-11.63
353.85	-41.11
094.75	-39.01
201.91	-56.15
288.10	-64.58
294.54	-74.05
227.83	-28.52
346.07	-42.95
142.43	-64.89
068.84	-46.08
244.10	+43.15
332.75	-42.00
227.42	-29.43
338.30	+46.74
141.22	-71.22
351.15	+37.27
151.94	-77.51
042.42	-53.43
304.26	+16.05
302.85	+50.10
339.30	-39.14
140.90	-64.09
250.00	+41.64
208.83	-51.09
257.08	-32.32
253.67	-37.21
339.48	-39.69
346.14	-42.81
346.55	-39.51
240.23	+15.92
349.56	-50.13
215.73	-54.43
110.71	-63.59
260.55	+39.75
240.90	-48.07
201.65	-34.95
209.87	-26.22
285.62	+23.44
217.87	-34.63
264.66	-19.86
332.38	-47.37
316.96	-36.82
235.68	+27.37
115.48	-69.12
299.39	+62.40
320.01	+49.76
172.47	-57.88
241.92	+51.69
225.37	+22.23
115.26	-65.73
306.48	-56.19
349.65	-39.62
096.27	-50.79
277.44	+27.97
316.83	+18.27
252.49	+49.87
209.79	-61.09
350.28	-63.24
205.57	-36.98
308.98	+41.81
334.66	+34.49
258.34	-25.19
311.13	+49.92
186.96	-67.33
328.76	-17.92
352.58	+40.04
307.13	+42.81
230.96	-23.83
235.49	+19.00
224.32	+15.95
223.06	+13.08
173.57	+82.95
012.63	+49.33
053.06	+36.93
138.90	-42.83
023.45	-66.44
044.12	-24.31
149.34	-75.81
022.00	-30.12
344.38	-36.18
069.47	+26.75
250.20	+39.23
255.72	+28.83
144.42	-76.37
307.54	+26.06
245.65	-27.26
274.44	+48.19
153.87	-81.47
215.48	-55.51
303.94	+39.48
310.80	+33.39
197.73	+31.63
100.63	-49.44
341.61	+35.94
273.32	+20.46
240.03	-55.34
221.52	-33.47
022.25	-25.70
253.97	+31.46
057.18	-40.55
121.81	-65.77
242.57	+30.74
041.91	-48.70
308.78	+15.85
352.48	-33.43
207.80	-34.54
304.53	+14.16
041.14	-79.23
336.37	-46.27
209.87	-21.19
042.10	+47.07
128.56	-63.72
008.98	+36.48
116.67	-64.26
150.61	-65.65
323.23	+24.29
292.79	+54.44
243.40	-31.29
260.90	-35.96
340.51	-42.36
044.98	-40.46
151.51	-75.22
136.02	-55.04
258.79	+35.50
323.84	+32.05
249.52	+41.29

#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	GLON	(F8.4)	Galaxy Galactic longitude (Glon)	[ucd=pos.galactic.lon]
#Column	GLAT	(F8.4)	Galaxy Galactic latitude (Glat)	[ucd=pos.galactic.lat]
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
GLON	GLAT	Dist
deg	deg	Mpc
--------	--------	------
107.8322	-38.2729	 50.58
 89.6452	-66.4507	150.66
 95.1366	-61.8596	116.95
337.6665	-72.9440	240.99
110.9496	-28.0856	 73.79
350.7982	-76.1593	211.84
350.3084	-76.0782	182.81
107.1780	-40.9837	117.49
109.8059	-32.6707	 97.72
318.5468	-61.5837	114.82
120.8356	 17.9718	 67.61
348.8694	-75.9911	134.28
 93.2687	-64.3187	188.80
 77.2885	-73.0343	168.27
 99.5866	-57.0904	 81.66
 75.8635	-73.6245	  0.96
 25.5365	-79.0034	134.28
109.6981	-34.3974	 86.30
 94.3256	-63.8349	103.28
103.0012	-52.2368	 71.12
305.4559	-36.5399	 12.13
329.9991	-70.5123	151.36
107.2408	-42.4978	115.88
350.1860	-76.5653	211.84
100.6048	-56.5458	127.06
 96.2231	-62.2521	105.20
106.3213	-45.3440	206.06
106.4096	-45.1747	 14.45
321.5640	-65.2725	165.96
103.2027	-52.4005	 92.47
108.8693	-38.3606	 92.04
106.2143	-46.0988	 19.41
106.5852	-45.1656	109.14
330.1064	-70.9101	136.14
320.6851	-64.6904	118.58
108.2279	-40.7610	 29.38
320.0161	-64.1325	108.64
 85.7160	-70.5385	154.88
320.1115	-64.3012	155.60
320.6757	-64.8254	167.49
 79.4475	-73.2685	103.75
104.5586	-50.3890	106.66
108.8750	-38.9918	 48.08
102.3572	-54.8049	 78.70
111.3151	-30.3366	 42.07
102.2036	-55.1249	 44.46
 12.0236	-79.2328	 99.08
317.0825	-61.3427	133.66
313.3382	-56.1531	121.34
103.0326	-54.1518	105.68
320.6575	-65.1585	 96.38
103.0072	-54.3026	 94.62
 75.4658	-74.9096	100.46
320.3288	-64.9650	182.81
320.6339	-65.2489	162.93
321.3046	-65.8367	143.88
 24.8340	-79.7884	  8.71
116.0841	 -8.6294	142.56
317.3830	-62.0083	207.97
110.6599	-34.3326	102.33
 81.7268	-73.1156	 79.07
109.3352	-39.1748	 86.30
318.6052	-63.5064	117.49
320.0340	-64.9503	152.05
318.0617	-63.0027	131.83
317.1371	-62.0434	141.25
 96.3409	-64.2414	 69.50
110.5529	-35.6387	103.75
102.7122	-55.9909	 95.94
319.3735	-64.5762	158.49
104.5597	-52.6445	 71.45
108.6462	-42.3093	108.14
102.6667	-56.1686	 77.62
320.0071	-65.2101	120.78
114.0896	-20.3652	 73.11
106.9213	-47.3799	 83.56
106.8523	-47.7171	 65.46
111.1073	-34.1474	 74.13
111.1054	-34.1774	 88.31
112.2786	-29.3485	 75.16
112.5465	-28.9240	 80.91
111.1714	-34.8779	 75.51
111.3037	-34.3650	 44.06
351.4759	-78.1170	  3.21
 13.9863	-80.1375	 19.14
354.2104	-78.5856	106.17
 88.9479	-70.9364	150.66
319.1907	-65.1372	111.69
110.7228	-37.3191	 65.46
108.1251	-45.8249	  5.73
112.8048	-28.5984	 59.43
111.0689	-36.2753	 67.61
358.1173	-79.1635	105.68
111.8022	-34.1380	112.20
310.2359	-52.1634	 34.83
111.3677	-36.0133	 53.21
 43.6913	-80.4348	  7.87
 95.1455	-67.7141	 70.47
323.0672	-69.0689	 86.70
112.2326	-33.0305	145.21
111.4929	-36.1274	 68.55
112.2623	-33.0271	100.46
313.9229	-59.4459	129.42
113.1530	-29.1135	 63.39
113.2524	-28.7536	 77.62
111.5691	-36.4169	156.31
353.8443	-79.1967	 92.47
112.4193	-33.1434	 84.72
105.3436	-55.1084	 69.82
313.6443	-59.3300	151.36
112.4620	-33.5648	141.25
112.0584	-35.6447	 54.95
111.7503	-37.0277	171.40
107.9892	-49.6827	 65.16
112.4364	-34.1592	113.24
101.8409	-61.6656	 64.86
 30.2863	-81.2834	111.17
111.1389	-39.6511	130.62
340.2061	-77.0677	215.77
111.2215	-39.9682	 87.90
 98.1115	-66.7296	169.04
318.7188	-66.6006	106.66
338.2553	-76.8749	185.35
 97.3083	-67.7593	 63.68
113.3270	-31.9725	124.74
 99.6614	-65.6318	128.82
108.9883	-48.8920	 20.32
 55.9027	-80.6717	  6.64
106.9801	-54.3036	 73.79
 97.6172	-68.0116	111.69
102.8516	-62.1619	 49.43
110.8974	-43.4289	 89.95
311.0974	-56.2137	 72.44
 97.5106	-68.3867	 57.02
332.8819	-75.7308	  1.99
312.4915	-59.2071	108.14
 65.7098	-80.0220	  4.90
357.8449	-80.7097	  1.96
353.3713	-80.2859	 77.62
110.5957	-45.9282	 46.34
110.0404	-47.9062	 83.56
113.9636	-32.3381	 66.07
107.8888	-54.7790	 58.61
 96.3722	-70.7569	 85.51
116.1558	-20.2573	 75.86
 90.7665	-74.1733	 65.46
101.4435	-66.0393	 71.12
 75.9911	-78.9059	 43.65
 96.8215	-70.6613	 96.83
102.1745	-65.1949	113.24
107.9924	-55.1560	 93.76
 99.7501	-68.1558	108.14
114.2999	-32.0989	 58.61
113.2495	-37.5693	 84.33
109.8742	-50.5656	 18.62
 97.5004	-70.4743	 87.50
113.3130	-37.6833	 77.98
347.6836	-80.1506	 87.50
112.0855	-43.6594	 60.53
 88.4352	-75.9482	 88.72
 98.9777	-69.8000	 89.13
103.4809	-64.9125	 84.33
113.3792	-38.7932	 58.61
 60.9373	-81.5600	 87.90
 50.8694	-82.2849	116.41
314.7582	-65.1426	 89.13
101.7526	-67.9034	 44.46
103.5755	-65.7369	221.82
110.5801	-51.2390	 18.37
111.7346	-47.0940	 96.38
312.6356	-62.0109	134.28
109.6274	-54.3660	 67.61
118.9699	 -3.3395	  0.74
315.4526	-66.4263	123.59
117.5333	-15.1136	 56.49
103.6802	-66.1492	 75.16
113.5283	-40.7762	 48.98
113.7925	-39.7654	 83.56
113.7906	-39.9768	 76.21
113.9678	-39.2556	 70.15
113.8635	-39.9082	 83.18
112.7606	-44.9356	 56.75
113.8942	-39.8328	 56.23
113.9104	-39.8398	 89.13
113.9502	-39.7571	106.66
115.2015	-32.7600	 95.94
113.9422	-40.3495	 63.39
114.3225	-38.6436	 71.45
111.2922	-51.7187	 59.70
115.4125	-32.9437	 91.20
101.4680	-70.1456	 66.68
110.3726	-55.3553	113.24
114.6145	-38.2570	110.66
 93.6605	-75.7572	 86.30
114.8373	-37.2113	211.84
 69.1380	-81.8181	108.14
113.0533	-46.0716	 87.90
310.6756	-59.8642	127.06
112.9847	-47.6533	 64.57
114.9610	-38.1401	 85.51
115.2165	-36.7985	110.66
113.4784	-45.8820	 18.54
 95.4796	-75.6393	 94.19
 99.6808	-73.1457	270.40
 96.1779	-75.4160	100.00
105.6048	-67.1176	 54.95
116.0212	-32.9531	 58.61
116.3473	-31.1894	 70.15
111.2725	-55.7851	 95.94
111.4482	-55.5841	 90.36
113.0916	-49.4875	 66.07
321.5027	-74.5742	110.66
115.4895	-37.6853	 55.46
107.9639	-64.4088	 70.15
102.6767	-71.5213	 56.23
113.6851	-48.0662	156.31
320.4155	-74.4172	  2.00
340.4922	-81.5675	 28.84
116.8294	-30.8764	 86.70
108.4812	-64.6822	 47.21
118.9045	-12.6493	 51.52
108.8768	-63.9882	 58.88
113.4480	-50.8383	 28.58
109.3031	-63.7502	 51.52
109.6292	-63.4602	 59.43
111.4995	-58.8709	 26.18
109.3683	-64.0597	 44.87
111.2116	-59.8294	 42.27
117.0725	-31.8045	 84.33
313.1834	-67.9966	143.88
116.6566	-35.2211	130.62
111.4103	-59.8275	 63.97
117.4493	-29.3559	 76.56
101.1348	-74.9097	 96.38
117.1984	-31.4615	 76.21
102.7791	-73.6146	100.46
106.1346	-70.4552	107.15
118.6330	-19.2541	  6.82
115.1120	-46.6338	 12.76
117.4271	-31.2535	 97.72
114.4548	-50.9115	 44.67
100.5788	-75.9056	154.88
339.1206	-82.2714	 13.24
111.2743	-61.9671	 37.15
311.0300	-65.2643	 47.21
117.5530	-31.2532	121.90
338.3100	-82.3776	 19.23
316.4912	-73.4820	173.78
  5.7882	-84.9373	104.71
106.7204	-71.6288	150.66
108.0656	-70.1273	 95.06
325.4004	-79.3772	 78.70
 76.7855	-83.5346	130.62
117.6389	-33.6712	 50.35
114.4661	-54.0753	 54.45
113.9429	-56.3155	 15.28
 90.0325	-81.3278	 97.72
114.4893	-54.1438	 42.27
106.2880	-72.7334	 47.42
115.7514	-47.9827	179.47
118.1569	-31.0117	 76.56
317.1621	-75.2098	111.69
316.2072	-74.4602	106.66
113.4616	-59.9489	 39.99
117.3285	-39.2709	 58.88
 51.7612	-85.5294	 36.48
106.4761	-73.5887	 59.98
 99.4899	-78.6417	122.46
118.1974	-31.9491	 86.70
115.7071	-50.8743	 59.43
118.2233	-32.0511	 64.57
105.0433	-75.3799	 80.91
115.1269	-54.6909	 79.43
119.8170	-14.2528	  0.73
305.6481	-49.5546	191.43
114.0287	-59.8821	 53.21
117.6410	-39.2906	 79.43
108.8612	-72.1003	 59.98
 21.8926	-86.1300	 23.77
106.6163	-74.9832	 91.20
115.7546	-54.1847	 98.63
354.0123	-85.2991	 18.03
110.2745	-70.8576	 12.08
118.5062	-34.3185	 52.97
119.4540	-23.2148	 89.13
118.8559	-30.7923	 77.27
119.9378	-17.2474	113.76
312.8748	-72.8281	 87.10
320.0561	-79.0253	 83.18
119.3342	-26.2548	  0.73
113.3656	-65.4252	 65.77
112.6653	-67.2888	 55.46
116.3462	-53.5450	 93.33
118.3692	-38.4961	 74.47
116.3455	-53.6725	 79.07
306.5746	-57.3238	101.39
110.3046	-72.3815	 33.42
118.4261	-38.7785	 82.79
118.2032	-41.2669	116.95
115.7377	-58.0231	 38.37
108.6911	-74.7076	 98.63
118.3938	-41.1759	125.31
 11.0859	-86.5440	 71.78
118.6609	-38.7599	 97.72
310.2381	-70.2802	 47.86
108.3569	-76.6613	179.47
 86.7985	-84.4318	 46.34
119.2387	-33.6213	 74.13
 98.0468	-82.1168	 54.20
114.8225	-64.3376	237.68
103.4624	-80.2007	 84.33
116.6681	-57.5598	 60.81
119.6399	-30.0956	 74.82
117.2470	-54.0877	 60.81
307.3659	-63.3831	131.22
118.2491	-47.7135	 38.73
119.5655	-33.1618	 72.11
119.6279	-32.4990	 82.04
118.5925	-45.3609	125.31
119.3640	-37.0665	 87.10
117.4146	-55.6748	133.66
120.7912	-14.4824	  0.63
113.1370	-71.6495	 82.04
117.3295	-56.7162	 42.07
117.5512	-55.2499	133.66
 27.5561	-87.2939	 96.83
117.5973	-56.0133	144.54
318.4502	-80.9637	 90.78
117.0302	-59.8485	 69.18
117.9907	-53.7931	 69.50
117.8325	-55.9092	169.04
306.1442	-60.9051	124.74
120.7164	-21.1387	  0.81
118.0509	-56.0479	150.66
118.0964	-55.8518	133.66
111.5724	-76.5049	 19.32
 67.0768	-87.0418	104.71
303.4158	-35.5516	244.34
304.9500	-53.6448	 18.97
305.9644	-60.8514	 96.83
111.9888	-76.4233	 66.68
120.3554	-31.0871	 76.56
110.8050	-78.0557	171.40
120.1026	-37.3176	 59.43
114.7171	-72.7355	 57.02
309.7829	-74.6769	 69.82
110.1297	-79.4921	 25.47
115.2356	-72.0311	201.37
117.3337	-64.5057	 59.70
120.6170	-29.8374	 80.17
114.6245	-73.5503	175.39
120.8468	-26.0288	160.69
120.7017	-29.4252	 52.72
114.6375	-74.1949	 76.21
109.1636	-80.7869	 26.42
118.0526	-61.9394	 97.72
306.5941	-66.5538	128.82
121.0985	-22.2640	  7.18
117.8388	-64.3133	 64.57
120.6644	-32.9571	 69.50
121.1499	-21.9763	  0.78
121.1743	-21.5731	  0.77
117.4938	-66.6097	101.86
 93.6697	-85.9302	 84.33
115.5812	-73.8809	222.84
120.8891	-29.3151	 76.91
101.1867	-84.7619	  4.92
115.7592	-74.0158	149.97
118.5479	-62.9288	 56.49
117.3690	-69.1345	 45.29
117.9146	-66.9127	 68.23
 89.9075	-86.7872	 85.11
118.8955	-62.0104	 53.21
118.1115	-67.0467	 85.11
303.4995	-40.5291	 87.10
116.2633	-74.0811	195.88
117.8219	-69.7950	185.35
305.9961	-68.2394	207.97
117.7905	-72.4407	 63.39
 80.5002	-87.9676	205.12
117.1006	-75.3395	159.96
121.6800	-24.8190	  0.75
319.2453	-85.7506	 74.13
306.6253	-74.5602	 95.06
121.2400	-43.3647	 36.31
100.4635	-86.9236	168.27
122.1141	-11.6461	 61.38
121.8531	-26.5303	157.76
309.2551	-81.2727	 63.68
119.6711	-69.3736	 82.04
121.6533	-36.3846	 77.27
121.8352	-30.1868	 62.23
111.7369	-84.6213	 92.04
121.8312	-32.5211	 59.43
113.9479	-83.5572	  3.52
120.3193	-65.5811	115.35
121.1332	-54.9473	 47.21
121.4404	-48.1563	173.78
121.5398	-47.1640	143.22
121.9586	-31.2082	 76.21
121.5167	-48.7060	 93.33
119.6071	-72.6986	 85.11
 97.3631	-87.9646	  3.56
119.8977	-72.6853	 71.12
119.9027	-72.7498	 16.98
121.7877	-43.2671	 56.23
121.4756	-54.5650	 67.30
122.0061	-35.2411	 66.07
120.8842	-65.6339	 45.08
120.9903	-64.4248	 57.54
122.2884	-34.6507	 72.78
119.7842	-80.9343	  3.48
121.9588	-61.7531	 80.91
122.5149	-31.2691	 69.18
119.4096	-83.8738	  3.39
122.1003	-61.9066	 69.82
122.4802	-41.1504	 54.20
121.3361	-77.5498	164.44
122.3319	-54.9517	 76.21
122.6154	-31.1399	 73.11
303.7725	-75.8831	112.72
121.0094	-82.7744	  3.60
122.2604	-68.7289	 76.91
122.2330	-71.5222	 39.99
303.5089	-74.0634	134.28
303.1992	-64.9078	 94.62
122.4797	-69.7569	 58.88
111.0926	-89.3484	 69.82
122.7750	-34.1707	 40.93
121.5475	-84.7698	257.04
303.0989	-61.6377	102.80
122.6384	-69.9286	 21.28
122.9675	-33.1553	 40.93
123.4703	-66.8380	 30.48
125.1077	-84.6986	211.84
123.3061	-48.3527	 69.82
123.2418	-38.5201	155.60
